cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,National,10/26/2020,Donald Trump,8/3/2020,8/5/2020,SurveyMonkey,20765,lv,.063495,0,46.2,42.17281,42.73264,T,70855,132634
2020,National,10/26/2020,Donald Trump,8/2/2020,8/4/2020,SurveyMonkey,15849,lv,.0476745,0,46.92,42.8847,43.46703,T,70854,132633
2020,National,10/26/2020,Donald Trump,8/1/2020,8/3/2020,SurveyMonkey,12024,lv,.0354971,0,46.4,42.37045,42.9712,T,70853,132632
2020,National,10/26/2020,Donald Trump,7/31/2020,8/2/2020,SurveyMonkey,11982,lv,.0345755,0,46.38,42.35069,42.97132,T,70852,132631
2020,National,10/26/2020,Donald Trump,7/30/2020,8/1/2020,SurveyMonkey,17393,lv,.0490947,0,46.39,42.36057,43.00176,T,70851,132630
2020,National,10/26/2020,Donald Trump,7/29/2020,7/31/2020,SurveyMonkey,23068,lv,.0641014,0,47.8,43.75624,44.42118,T,70850,132629
2020,National,10/26/2020,Donald Trump,7/28/2020,7/30/2020,SurveyMonkey,23570,lv,.0648711,0,47.61,43.56793,44.25246,T,70849,132628
2020,National,10/26/2020,Donald Trump,7/27/2020,7/29/2020,SurveyMonkey,22144,lv,.0608116,0,47.54,43.49858,44.20578,T,70848,132627
2020,National,10/26/2020,Donald Trump,7/26/2020,7/28/2020,SurveyMonkey,15890,lv,.0437188,0,46.76,42.72641,43.45659,T,70847,132626
2020,National,10/26/2020,Donald Trump,7/25/2020,7/27/2020,SurveyMonkey,11689,lv,.0321162,0,47.03,42.99356,43.75104,T,70846,132625
2020,National,10/26/2020,Donald Trump,7/24/2020,7/26/2020,SurveyMonkey,11226,lv,.0306016,0,47.32,43.28066,44.06534,T,70845,132624
2020,National,10/26/2020,Donald Trump,7/23/2020,7/25/2020,SurveyMonkey,16260,lv,.0437311,0,47.43,43.38961,44.20271,T,70844,132623
2020,National,10/26/2020,Donald Trump,7/22/2020,7/24/2020,SurveyMonkey,20777,lv,.0550803,0,47.53,43.48867,44.3273,T,70843,132622
2020,National,10/26/2020,Donald Trump,7/21/2020,7/23/2020,SurveyMonkey,21941,lv,.057597,0,46.97,42.93418,43.79753,T,70842,132621
2020,National,10/26/2020,Donald Trump,7/20/2020,7/22/2020,SurveyMonkey,22716,lv,.0594443,0,46.69,42.65718,43.55263,T,70841,132620
2020,National,10/26/2020,Donald Trump,7/19/2020,7/21/2020,SurveyMonkey,17583,lv,.0461151,0,46.24,42.21233,43.1417,T,70840,132619
2020,National,10/26/2020,Donald Trump,7/18/2020,7/20/2020,SurveyMonkey,13582,lv,.0356322,0,45.87,41.84688,42.80763,T,70839,132618
2020,National,10/26/2020,Donald Trump,7/17/2020,7/19/2020,SurveyMonkey,12553,lv,.0327187,0,45.92,41.89625,42.88826,T,70838,132617
2020,National,10/26/2020,Donald Trump,7/16/2020,7/18/2020,SurveyMonkey,19993,lv,.0514088,0,46.38,42.35069,43.37078,T,70837,132616
2020,National,10/26/2020,Donald Trump,7/15/2020,7/17/2020,SurveyMonkey,25657,lv,.065083,0,46.52,42.48908,43.52983,T,70836,132615
2020,National,10/26/2020,Donald Trump,7/14/2020,7/16/2020,SurveyMonkey,25732,lv,.0648314,0,46.43,42.4001,43.45802,T,70835,132614
2020,National,10/26/2020,Donald Trump,7/13/2020,7/15/2020,SurveyMonkey,22168,lv,.055987,0,46.41,42.38034,43.45895,T,70834,132613
2020,National,10/26/2020,Donald Trump,7/12/2020,7/14/2020,SurveyMonkey,15925,lv,.0405605,0,46.83,42.79566,43.89267,T,70833,132612
2020,National,10/26/2020,Donald Trump,7/11/2020,7/13/2020,SurveyMonkey,11623,lv,.0298419,0,46.38,42.35069,43.46041,T,70832,132611
2020,National,10/26/2020,Donald Trump,7/10/2020,7/12/2020,SurveyMonkey,12076,lv,.031063,0,46.31,42.28151,43.40439,T,70831,132610
2020,National,10/26/2020,Donald Trump,7/9/2020,7/11/2020,SurveyMonkey,18097,lv,.0463304,0,46.27,42.24198,43.37902,T,70830,132609
2020,National,10/26/2020,Donald Trump,7/8/2020,7/10/2020,SurveyMonkey,24661,lv,.0627292,0,46.4,42.37045,43.52782,T,70829,132608
2020,National,10/26/2020,Donald Trump,7/7/2020,7/9/2020,SurveyMonkey,27524,lv,.0699159,0,46.75,42.71652,43.89555,T,70828,132607
2020,National,10/26/2020,Donald Trump,7/6/2020,7/8/2020,SurveyMonkey,26321,lv,.0673312,0,46.25,42.22221,43.42165,T,70827,132606
2020,National,10/26/2020,Donald Trump,7/5/2020,7/7/2020,SurveyMonkey,19490,lv,.0505249,0,46.7,42.66707,43.89342,T,70826,132605
2020,National,10/26/2020,Donald Trump,7/4/2020,7/6/2020,SurveyMonkey,12475,lv,.0327278,0,46.15,42.12341,43.37023,T,70825,132604
2020,National,10/26/2020,Donald Trump,7/3/2020,7/5/2020,SurveyMonkey,7075,lv,.0186281,0,45.37,41.35347,42.61526,T,70824,132603
2020,National,10/26/2020,Donald Trump,7/2/2020,7/4/2020,SurveyMonkey,11644,lv,.0304283,0,45.07,41.05768,42.32962,T,70823,132602
2020,National,10/26/2020,Donald Trump,7/1/2020,7/3/2020,SurveyMonkey,17464,lv,.0450596,0,45.15,41.13654,42.41908,T,70822,132601
2020,National,10/26/2020,Donald Trump,6/30/2020,7/2/2020,SurveyMonkey,24049,lv,.0613655,0,46.68,42.64729,43.94785,T,70821,132600
2020,National,10/26/2020,Donald Trump,6/29/2020,7/1/2020,SurveyMonkey,25107,lv,.0637915,0,46.87,42.83523,44.14252,T,70820,132599
2020,National,10/26/2020,Donald Trump,6/28/2020,6/30/2020,SurveyMonkey,19385,lv,.0493017,0,46.76,42.72641,44.03912,T,70819,132598
2020,National,10/26/2020,Donald Trump,6/27/2020,6/29/2020,SurveyMonkey,14181,lv,.0360933,0,46.69,42.65718,43.97535,T,70818,132597
2020,National,10/26/2020,Donald Trump,6/26/2020,6/28/2020,SurveyMonkey,13011,lv,.0329584,0,47.28,43.24105,44.56341,T,70817,132596
2020,National,10/26/2020,Donald Trump,6/25/2020,6/27/2020,SurveyMonkey,20176,lv,.0505497,0,47.84,43.79589,45.11469,T,70816,132595
2020,National,10/26/2020,Donald Trump,6/24/2020,6/26/2020,SurveyMonkey,25466,lv,.063112,0,47.47,43.42923,44.7372,T,70815,132594
2020,National,10/26/2020,Donald Trump,6/23/2020,6/25/2020,SurveyMonkey,26121,lv,.0642793,0,46.16,42.13329,43.42574,T,70814,132593
2020,National,10/26/2020,Donald Trump,6/22/2020,6/24/2020,SurveyMonkey,23878,lv,.0588473,0,45.69,41.66919,42.9488,T,70813,132592
2020,National,10/26/2020,Donald Trump,6/21/2020,6/23/2020,SurveyMonkey,17303,lv,.0429929,0,44.44,40.4371,41.70667,T,70812,132591
2020,National,10/26/2020,Donald Trump,6/20/2020,6/22/2020,SurveyMonkey,12421,lv,.0311163,0,45.09,41.07739,42.34936,T,70811,132590
2020,National,10/26/2020,Donald Trump,6/19/2020,6/21/2020,SurveyMonkey,12910,lv,.0324512,0,44.69,40.68327,41.94861,T,70810,132589
2020,National,10/26/2020,Donald Trump,6/18/2020,6/20/2020,SurveyMonkey,20176,lv,.0506216,0,47,42.96387,44.23302,T,70809,132588
2020,National,10/26/2020,Donald Trump,6/17/2020,6/19/2020,SurveyMonkey,24512,lv,.0617241,0,47.13,43.09254,44.34736,T,70808,132587
2020,National,10/26/2020,Donald Trump,6/16/2020,6/18/2020,SurveyMonkey,24746,lv,.0631116,0,47.56,43.51839,44.75616,T,70807,132586
2020,National,10/26/2020,Donald Trump,6/15/2020,6/17/2020,SurveyMonkey,22570,lv,.0589136,0,46.41,42.38034,43.59526,T,70806,132585
2020,National,10/26/2020,Donald Trump,6/14/2020,6/16/2020,SurveyMonkey,17753,lv,.0479056,0,45.6,41.58038,42.77109,T,70805,132584
2020,National,10/26/2020,Donald Trump,6/13/2020,6/15/2020,SurveyMonkey,12847,lv,.0360626,0,45.1,41.08725,42.25465,T,70804,132583
2020,National,10/26/2020,Donald Trump,6/12/2020,6/14/2020,SurveyMonkey,12631,lv,.037221,0,44.92,40.90985,42.05376,T,70803,132582
2020,National,10/26/2020,Donald Trump,6/11/2020,6/13/2020,SurveyMonkey,20024,lv,.0621543,0,45.64,41.61985,42.74216,T,70802,132581
2020,National,10/26/2020,Donald Trump,6/10/2020,6/12/2020,SurveyMonkey,26380,lv,.0871186,0,46.01,41.98513,43.0805,T,70801,132580
2020,National,10/26/2020,Donald Trump,6/9/2020,6/11/2020,SurveyMonkey,28261,lv,.1012256,0,46.05,42.02463,43.09108,T,70800,132579
2020,National,10/26/2020,Donald Trump,6/8/2020,6/10/2020,SurveyMonkey,25611,lv,.102315,0,46.68,42.64729,43.68674,T,70799,132578
2020,National,10/26/2020,Donald Trump,10/9/2020,10/11/2020,Léger,841,lv,.5411958,.1452548,39,40.67801,41.07874,"",70796,132448
2020,National,10/26/2020,Donald Trump,9/11/2020,9/21/2020,Ipsos,2006,a,.4847243,0,37,40.59556,40.6006,"",70781,132422
2020,National,10/26/2020,Donald Trump,10/8/2020,10/12/2020,Opinium,1397,lv,.9359702,.2803011,40,41.09404,41.47419,"",70778,132408
2020,National,10/26/2020,Donald Trump,10/8/2020,10/12/2020,IBD/TIPP,937,lv,.2739771,.0739355,42.4,41.00674,41.40318,T,70772,132392
2020,National,10/26/2020,Donald Trump,9/25/2020,9/27/2020,Zogby Interactive/JZ Analytics,833,lv,.923881,0,43.4,42.43216,42.68342,"",70699,132390
2020,National,10/26/2020,Donald Trump,9/29/2020,10/12/2020,USC Dornsife/Los Angeles Times,5089,lv,.1157134,.0120392,40.875,41.82269,42.27965,T,70751,132374
2020,National,10/26/2020,Donald Trump,10/9/2020,10/11/2020,Morning Consult,16045,lv,.1610784,.0376582,43,42.45553,42.86192,T,70750,132360
2020,National,10/26/2020,Donald Trump,10/8/2020,10/10/2020,Morning Consult,12000,lv,.1234104,.0238646,43,42.45553,42.87738,T,70749,132359
2020,National,10/26/2020,Donald Trump,10/7/2020,10/9/2020,Morning Consult,12000,lv,.1288239,.0189083,43,42.45553,42.90413,T,70748,132358
2020,National,10/26/2020,Donald Trump,10/6/2020,10/8/2020,Morning Consult,12000,lv,.1320841,.0180938,43,42.45553,42.91336,T,70747,132357
2020,National,10/26/2020,Donald Trump,10/9/2020,10/11/2020,YouGov,1366,lv,.6438199,.1616123,43,43.15429,43.55375,"",70742,132340
2020,National,10/26/2020,Donald Trump,10/8/2020,10/10/2020,RMG Research,1240,lv,.6675341,.1572879,43,44.03841,44.45804,"",70739,132337
2020,National,10/26/2020,Donald Trump,10/7/2020,10/11/2020,IBD/TIPP,851,lv,.2600837,.0512188,42.85,41.45411,41.88171,T,70733,132324
2020,National,10/26/2020,Donald Trump,9/28/2020,10/11/2020,USC Dornsife/Los Angeles Times,5073,lv,.1157666,.011329,41.195,42.14404,42.59436,T,70729,132318
2020,National,10/26/2020,Donald Trump,8/17/2020,8/19/2020,Zogby Interactive/JZ Analytics,901,lv,.9589058,0,43,42.03362,42.38634,"",68215,132313
2020,National,10/26/2020,Donald Trump,9/27/2020,10/10/2020,USC Dornsife/Los Angeles Times,5099,lv,.1152742,.0102845,41.33,42.27959,42.72175,T,70723,132306
2020,National,10/26/2020,Donald Trump,10/6/2020,10/9/2020,ABC News/The Washington Post,725,lv,1.570609,.325614,42.5,40.96308,41.41319,"",70718,132284
2020,National,10/26/2020,Donald Trump,9/29/2020,10/6/2020,Innovative Research Group,2435,rv,1.039462,.101411,42,42.79036,43.18944,"",70716,132282
2020,National,10/26/2020,Donald Trump,9/26/2020,10/9/2020,USC Dornsife/Los Angeles Times,5206,lv,.1164742,.0093686,41.655,42.60588,43.04119,T,70714,132274
2020,National,10/26/2020,Donald Trump,10/3/2020,10/6/2020,Harris Insights & Analytics,2841,rv,.8324438,.0995753,40,41.5788,42.05106,"",70613,132259
2020,National,10/26/2020,Donald Trump,10/6/2020,10/8/2020,Ipsos,882,lv,.4655199,.0708997,41,42.87566,43.33414,"",70705,132258
2020,National,10/26/2020,Donald Trump,10/2/2020,10/5/2020,Global Strategy Group/GBAO/Navigator Research,1011,rv,.5932689,.0682472,44,44.20527,44.66994,"",70624,132247
2020,National,10/26/2020,Donald Trump,9/25/2020,10/8/2020,USC Dornsife/Los Angeles Times,5161,lv,.1149849,.0082062,42.055,43.0074,43.4356,T,70697,132243
2020,National,10/26/2020,Donald Trump,9/30/2020,10/5/2020,Pew Research Center,10543,rv,1.896968,.2544713,42,41.00204,41.44427,"",70696,132237
2020,National,10/26/2020,Donald Trump,10/5/2020,10/7/2020,Morning Consult,17249,lv,.2001068,.0223029,43,42.45553,42.92745,T,70680,132174
2020,National,10/26/2020,Donald Trump,10/4/2020,10/6/2020,Morning Consult,12000,lv,.141749,.0146435,43,42.45553,42.92804,T,70679,132173
2020,National,10/26/2020,Donald Trump,10/3/2020,10/5/2020,Morning Consult,12000,lv,.1452733,.0137802,43,42.45553,42.9256,T,70678,132172
2020,National,10/26/2020,Donald Trump,9/22/2020,9/22/2020,Data for Progress,740,rv,.6811526,0,42.02,42.22898,42.39184,"",70669,132162
2020,National,10/26/2020,Donald Trump,10/6/2020,10/6/2020,Data for Progress,863,lv,.7303017,.1146555,40.81,39.70633,40.18987,"",70668,132160
2020,National,10/26/2020,Donald Trump,9/24/2020,10/7/2020,USC Dornsife/Los Angeles Times,5114,lv,.1135572,.0060396,41.825,42.77653,43.17879,T,70664,132150
2020,National,10/26/2020,Donald Trump,10/3/2020,10/6/2020,Fox News/Beacon Research/Shaw & Co. Research,1012,lv,1.731396,.2744896,43,43.18863,43.67352,"",70655,132122
2020,National,10/26/2020,Donald Trump,9/27/2020,10/2/2020,Saint Leo University,947,lv,.540678,.0329682,38.3,39.99363,40.3758,"",70653,132120
2020,National,10/26/2020,Donald Trump,10/1/2020,10/4/2020,Qriously,2048,lv,.7427368,.0700381,38,40.14815,40.60547,"",70643,132097
2020,National,10/26/2020,Donald Trump,9/30/2020,10/6/2020,Rasmussen Reports/Pulse Opinion Research,2500,lv,.9806917,.0957376,40,38.22573,38.68306,"",70641,132093
2020,National,10/26/2020,Donald Trump,10/4/2020,10/6/2020,YouGov,1364,lv,.6219823,.0784727,42,42.15369,42.61772,"",70637,132083
2020,National,10/26/2020,Donald Trump,9/23/2020,10/6/2020,USC Dornsife/Los Angeles Times,4999,lv,.1103806,.004888,42.175,43.12784,43.51389,T,70626,132060
2020,National,10/26/2020,Donald Trump,10/2/2020,10/6/2020,Ipsos,882,lv,.4271842,.048688,40,41.86726,42.33618,"",70621,132048
2020,National,10/26/2020,Donald Trump,9/30/2020,10/4/2020,Global Marketing Research Services,971,lv,.9814997,.1196951,36.05,38.17279,38.58337,"",70617,132035
2020,National,10/26/2020,Donald Trump,10/3/2020,10/4/2020,Redfield & Wilton Strategies,2127,lv,.7174186,.0731725,42,43.86753,44.33036,"",70602,132007
2020,National,10/26/2020,Donald Trump,10/1/2020,10/4/2020,SurveyUSA,1114,lv,1.996375,.2638394,43,43.09063,43.53682,"",70601,132005
2020,National,10/26/2020,Donald Trump,10/2/2020,10/4/2020,Léger,843,lv,.6065633,.0627952,40,41.68659,42.14541,"",70595,131991
2020,National,10/26/2020,Donald Trump,10/1/2020,10/4/2020,SSRS,1001,lv,1.292538,.1733893,41,40.06858,40.51054,"",70581,131986
2020,National,10/26/2020,Donald Trump,9/22/2020,10/5/2020,USC Dornsife/Los Angeles Times,4914,lv,.1078221,.0038177,41.975,42.9271,43.29263,T,70592,131984
2020,National,10/26/2020,Donald Trump,10/2/2020,10/4/2020,Change Research,2167,lv,.817256,.0987578,42,41.86739,42.32275,"",70588,131974
2020,National,10/26/2020,Donald Trump,10/1/2020,10/3/2020,RMG Research,763,lv,.5822013,.0520711,43,44.03841,44.49078,"",70577,131810
2020,National,10/26/2020,Donald Trump,10/2/2020,10/4/2020,Morning Consult,15478,lv,.1938023,.016655,43,42.45553,42.91836,T,70573,131649
2020,National,10/26/2020,Donald Trump,10/1/2020,10/3/2020,Morning Consult,12000,lv,.1564371,.0120255,43,42.45553,42.90995,T,70572,131648
2020,National,10/26/2020,Donald Trump,9/30/2020,10/2/2020,Morning Consult,12000,lv,.1625568,.0110592,43,42.45553,42.90256,T,70571,131647
2020,National,10/26/2020,Donald Trump,9/29/2020,10/1/2020,Morning Consult,12000,lv,.1731931,.0064024,43,42.45553,42.8526,T,70570,131646
2020,National,10/26/2020,Donald Trump,9/28/2020,9/30/2020,Morning Consult,12000,lv,.1725983,.0051201,43,42.45553,42.83238,T,70569,131645
2020,National,10/26/2020,Donald Trump,9/27/2020,9/29/2020,Morning Consult,12000,lv,.1536883,0,43,42.45553,42.7477,T,70568,131644
2020,National,10/26/2020,Donald Trump,9/26/2020,9/28/2020,Morning Consult,12000,lv,.1452777,0,43,42.45553,42.72531,T,70567,131643
2020,National,10/26/2020,Donald Trump,9/8/2020,9/10/2020,Socioanalítica Research,,rv,.795138,0,45,45.1052,45.06963,"",70559,131629
2020,National,10/26/2020,Donald Trump,9/21/2020,10/4/2020,USC Dornsife/Los Angeles Times,4836,lv,.1060588,.002805,42.015,42.96725,43.31122,T,70554,131620
2020,National,10/26/2020,Donald Trump,10/2/2020,10/3/2020,YouGov,1088,lv,.4941797,.0535058,43,43.15429,43.61032,"",70553,131606
2020,National,10/26/2020,Donald Trump,10/1/2020,10/2/2020,YouGov,1345,lv,.6226879,.061256,40,40.15226,40.59421,"",70552,131605
2020,National,10/26/2020,Donald Trump,9/30/2020,10/1/2020,NBC News/The Wall Street Journal,800,rv,1.195054,.1247948,39,40.23889,40.68837,"",70547,131594
2020,National,10/26/2020,Donald Trump,10/2/2020,10/3/2020,Ipsos,596,lv,.2889922,.0301965,41,42.87566,43.33915,"",70546,131592
2020,National,10/26/2020,Donald Trump,9/20/2020,10/3/2020,USC Dornsife/Los Angeles Times,4686,lv,.1033018,.0018076,42.43,43.38375,43.70737,T,70545,131588
2020,National,10/26/2020,Donald Trump,9/19/2020,10/2/2020,USC Dornsife/Los Angeles Times,4707,lv,.1047619,.000905,42.165,43.11781,43.42023,T,70543,131498
2020,National,10/26/2020,Donald Trump,9/18/2020,10/1/2020,USC Dornsife/Los Angeles Times,4799,lv,.1077063,0,41.95,42.902,43.18269,T,70542,131497
2020,National,10/26/2020,Donald Trump,9/17/2020,9/30/2020,USC Dornsife/Los Angeles Times,4943,lv,.1117578,0,41.835,42.78657,43.04472,T,70541,131496
2020,National,10/26/2020,Donald Trump,9/16/2020,9/29/2020,USC Dornsife/Los Angeles Times,5097,lv,.1093546,0,41.945,42.89699,43.05456,T,70540,131495
2020,National,10/26/2020,Donald Trump,9/15/2020,9/28/2020,USC Dornsife/Los Angeles Times,5261,lv,.109727,0,42,42.95219,43.08582,T,70539,131494
2020,National,10/26/2020,Donald Trump,9/14/2020,9/27/2020,USC Dornsife/Los Angeles Times,5254,lv,.106811,0,41.885,42.83676,42.94889,T,70538,131493
2020,National,10/26/2020,Donald Trump,9/13/2020,9/26/2020,USC Dornsife/Los Angeles Times,5258,lv,.1043838,0,42.04,42.99234,43.08199,T,70537,131492
2020,National,10/26/2020,Donald Trump,9/12/2020,9/25/2020,USC Dornsife/Los Angeles Times,5331,lv,.1036335,0,42.02,42.97227,43.03887,T,70536,131491
2020,National,10/26/2020,Donald Trump,9/11/2020,9/24/2020,USC Dornsife/Los Angeles Times,5378,lv,.1025101,0,41.845,42.79661,42.83747,T,70535,131490
2020,National,10/26/2020,Donald Trump,9/10/2020,9/23/2020,USC Dornsife/Los Angeles Times,5370,lv,.1005813,0,41.97,42.92208,42.93871,T,70534,131489
2020,National,10/26/2020,Donald Trump,9/9/2020,9/22/2020,USC Dornsife/Los Angeles Times,5440,lv,.1002381,0,41.915,42.86688,42.86007,T,70533,131488
2020,National,10/26/2020,Donald Trump,9/8/2020,9/21/2020,USC Dornsife/Los Angeles Times,5482,lv,.0994877,0,41.78,42.73136,42.70637,T,70532,131487
2020,National,10/26/2020,Donald Trump,9/7/2020,9/20/2020,USC Dornsife/Los Angeles Times,5446,lv,.0978521,0,41.825,42.77654,42.73652,T,70531,131486
2020,National,10/26/2020,Donald Trump,9/6/2020,9/19/2020,USC Dornsife/Los Angeles Times,5455,lv,.0980134,0,41.495,42.44525,42.39532,T,70530,131485
2020,National,10/26/2020,Donald Trump,9/5/2020,9/18/2020,USC Dornsife/Los Angeles Times,5447,lv,.0984241,0,41.7,42.65105,42.59283,T,70529,131484
2020,National,10/26/2020,Donald Trump,9/4/2020,9/17/2020,USC Dornsife/Los Angeles Times,5466,lv,.0998247,0,41.79,42.7414,42.67713,T,70528,131483
2020,National,10/26/2020,Donald Trump,9/3/2020,9/16/2020,USC Dornsife/Los Angeles Times,5424,lv,.1002814,0,42.05,43.00238,42.93459,T,70527,131482
2020,National,10/26/2020,Donald Trump,9/2/2020,9/15/2020,USC Dornsife/Los Angeles Times,5416,lv,.1019035,0,41.975,42.9271,42.85658,T,70526,131481
2020,National,10/26/2020,Donald Trump,9/1/2020,9/14/2020,USC Dornsife/Los Angeles Times,5381,lv,.1032324,0,41.88,42.83175,42.75864,T,70525,131480
2020,National,10/26/2020,Donald Trump,8/31/2020,9/13/2020,USC Dornsife/Los Angeles Times,5394,lv,.1061253,0,41.805,42.75646,42.68359,T,70524,131479
2020,National,10/26/2020,Donald Trump,8/30/2020,9/12/2020,USC Dornsife/Los Angeles Times,5372,lv,.1086326,0,41.515,42.46533,42.39505,T,70523,131438
2020,National,10/26/2020,Donald Trump,8/29/2020,9/11/2020,USC Dornsife/Los Angeles Times,5257,lv,.1094195,0,40.995,41.9432,41.87709,T,70522,131437
2020,National,10/26/2020,Donald Trump,8/28/2020,9/10/2020,USC Dornsife/Los Angeles Times,5219,lv,.1120382,0,41,41.94822,41.88654,T,70521,131436
2020,National,10/26/2020,Donald Trump,8/27/2020,9/9/2020,USC Dornsife/Los Angeles Times,5241,lv,.1195555,0,41.405,42.35489,42.30283,T,70520,131435
2020,National,10/26/2020,Donald Trump,8/26/2020,9/8/2020,USC Dornsife/Los Angeles Times,5201,lv,.1247834,0,41.325,42.27457,42.23591,T,70519,131434
2020,National,10/26/2020,Donald Trump,8/25/2020,9/7/2020,USC Dornsife/Los Angeles Times,5144,lv,.1280419,0,41.505,42.45529,42.43177,T,70518,131433
2020,National,10/26/2020,Donald Trump,8/24/2020,9/6/2020,USC Dornsife/Los Angeles Times,5162.5,lv,.1313054,0,41.135,42.08379,42.07403,T,70517,131432
2020,National,10/26/2020,Donald Trump,8/23/2020,9/5/2020,USC Dornsife/Los Angeles Times,5130.5,lv,.1315409,0,41.145,42.09383,42.09666,T,70516,131431
2020,National,10/26/2020,Donald Trump,8/22/2020,9/4/2020,USC Dornsife/Los Angeles Times,5130.5,lv,.1327645,0,41.06,42.00847,42.02715,T,70515,131430
2020,National,10/26/2020,Donald Trump,8/21/2020,9/3/2020,USC Dornsife/Los Angeles Times,5114.5,lv,.1336654,0,40.785,41.7323,41.76813,T,70514,131429
2020,National,10/26/2020,Donald Trump,8/20/2020,9/2/2020,USC Dornsife/Los Angeles Times,5096.5,lv,.1370349,0,41.065,42.0135,42.08673,T,70513,131428
2020,National,10/26/2020,Donald Trump,8/19/2020,9/1/2020,USC Dornsife/Los Angeles Times,5075.5,lv,.1406453,0,40.74,41.6871,41.80162,T,70512,131427
2020,National,10/26/2020,Donald Trump,8/18/2020,8/31/2020,USC Dornsife/Los Angeles Times,5008.5,lv,.1433345,0,40.425,41.3707,41.52489,T,70511,131426
2020,National,10/26/2020,Donald Trump,8/17/2020,8/30/2020,USC Dornsife/Los Angeles Times,4910.5,lv,.1463193,0,40.525,41.47116,41.66066,T,70510,131425
2020,National,10/26/2020,Donald Trump,8/16/2020,8/29/2020,USC Dornsife/Los Angeles Times,4868.5,lv,.1491586,0,40.305,41.25016,41.4528,T,70509,131424
2020,National,10/26/2020,Donald Trump,8/15/2020,8/28/2020,USC Dornsife/Los Angeles Times,4801.5,lv,.1516501,0,40.83,41.7775,41.98646,T,70508,131423
2020,National,10/26/2020,Donald Trump,8/14/2020,8/27/2020,USC Dornsife/Los Angeles Times,4735.5,lv,.1608239,0,40.49,41.436,41.66127,T,70507,131422
2020,National,10/26/2020,Donald Trump,8/13/2020,8/26/2020,USC Dornsife/Los Angeles Times,4633.5,lv,.1731805,0,39.93,40.87341,41.1237,T,70506,131421
2020,National,10/26/2020,Donald Trump,8/12/2020,8/25/2020,USC Dornsife/Los Angeles Times,4513,lv,.1911515,0,39.685,40.62722,40.91032,T,70505,131420
2020,National,10/26/2020,Donald Trump,8/11/2020,8/24/2020,USC Dornsife/Los Angeles Times,4321,lv,.2540681,0,39.74,40.68249,41.01564,T,70504,131419
2020,National,10/26/2020,Donald Trump,10/2/2020,10/2/2020,John Zogby Strategies/EMI Research Solutions,1006,lv,.8404686,.1024962,46.05,45.73734,46.18014,"",70502,131417
2020,National,10/26/2020,Donald Trump,9/30/2020,10/1/2020,Harris Insights & Analytics,928,rv,.3164588,.0223309,40,41.5788,42.02566,"",70142,130682
2020,National,10/26/2020,Donald Trump,9/30/2020,10/1/2020,Data for Progress,1146,lv,.9339918,.0957001,41,39.89527,40.35468,"",70136,130667
2020,National,10/26/2020,Donald Trump,9/30/2020,10/1/2020,IBD/TIPP,1021,lv,1.690064,.1743242,45.9,44.49017,44.93258,"",70122,130649
2020,National,10/26/2020,Donald Trump,9/26/2020,9/28/2020,Global Strategy Group/GBAO/Navigator Research,1002,rv,.5449646,0,43,43.20459,43.467,"",70084,130635
2020,National,10/26/2020,Donald Trump,9/29/2020,10/1/2020,Ipsos,882,lv,.4250152,.0196252,41,42.87566,43.27328,"",70111,130621
2020,National,10/26/2020,Donald Trump,9/14/2020,9/22/2020,Hofstra University,2000,lv,1.026446,0,41.9,40.73246,40.78577,"",70110,130618
2020,National,10/26/2020,Donald Trump,9/29/2020,9/30/2020,Change Research,925,lv,.4160815,.0209769,41,40.86798,41.25601,"",70105,130599
2020,National,10/26/2020,Donald Trump,9/25/2020,9/29/2020,Ipsos,864,lv,.4417013,0,42,43.88306,44.15412,"",70075,130545
2020,National,10/26/2020,Donald Trump,9/27/2020,9/30/2020,YouGov,1350,lv,.7662225,.0270443,42,42.15369,42.52216,"",70071,130535
2020,National,10/26/2020,Donald Trump,9/24/2020,9/27/2020,Qriously,2273,lv,.676363,0,40,42.17085,42.41539,"",70067,130521
2020,National,10/26/2020,Donald Trump,9/23/2020,9/29/2020,Rasmussen Reports/Pulse Opinion Research,3000,lv,.9471368,0,43,41.19939,41.44791,"",70065,130518
2020,National,10/26/2020,Donald Trump,7/31/2020,8/11/2020,AP-NORC,4067,a,2.105296,0,37,41.9505,42.48873,"",70060,130513
2020,National,10/26/2020,Donald Trump,9/26/2020,9/27/2020,Redfield & Wilton Strategies,2445,lv,.564709,0,40,41.85184,42.11153,"",70050,130490
2020,National,10/26/2020,Donald Trump,9/25/2020,9/27/2020,Morning Consult,12965,lv,.148934,0,44,43.45362,43.70013,T,70048,130482
2020,National,10/26/2020,Donald Trump,9/25/2020,9/27/2020,Léger,854,lv,.5445241,0,40,41.68659,41.92887,"",70043,130464
2020,National,10/26/2020,Donald Trump,9/24/2020,9/26/2020,RMG Research,752,lv,.5484102,0,45,46.04429,46.26207,"",70040,130458
2020,National,10/26/2020,Donald Trump,9/24/2020,9/26/2020,Morning Consult,12000,lv,.1314966,0,44,43.45362,43.67439,T,70037,130454
2020,National,10/26/2020,Donald Trump,9/23/2020,9/25/2020,Morning Consult,12000,lv,.1265256,0,43,42.45553,42.65031,T,70036,130453
